ship_mode,segment,country,city,state,Postal_Code,region,category,sub_category, Sales ,Quantity,Discount,Profit
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Art, 35.00 ,4,0%,10.5
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Binders, 39.55 ,3,20%,14.3376
Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Technology,Phones, 135.72 ,3,0%,35.2872
Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Office Supplies,Binders, 12.56 ,2,0%,5.652
Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Technology,Phones, 263.96 ,4,0%,71.2692
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art, 5.95 ,1,20%,0.372
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners, 15.80 ,5,20%,2.37
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings, 14.37 ,2,20%,3.9512
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings, 70.45 ,7,20%,12.3284
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage, 129.30 ,2,0%,6.465
Second Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Binders, 3.88 ,3,80%,-5.823
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Fasteners, 6.08 ,1,0%,3.04
First Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Appliances, 19.90 ,1,0%,8.955
First Class,Consumer,United States,Watertown,New York,13601,East,Furniture,Furnishings, 70.71 ,1,0%,4.9497
Second Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings, 18.84 ,3,0%,7.9128
Standard Class,Consumer,United States,Apple Valley,Minnesota,55124,Central,Office Supplies,Art, 8.64 ,3,0%,2.5056
Standard Class,Home Office,United States,Burlington,North Carolina,27217,South,Office Supplies,Binders," 1,633.19 ",4,70%,-1306.5504
Standard Class,Home Office,United States,Saginaw,Michigan,48601,Central,Furniture,Furnishings, 19.76 ,4,0%,8.2992
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders, 6.61 ,2,20%,2.2302
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders, 7.28 ,2,20%,2.73
Same Day,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs, 144.78 ,1,20%,10.8588
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones, 156.79 ,1,20%,13.7193
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones, 431.98 ,3,20%,26.9985
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes, 35.89 ,1,0%,16.1505
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders, 47.21 ,7,20%,15.3426
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper, 248.08 ,7,0%,116.5976
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper, 189.70 ,5,0%,89.159
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders, 59.81 ,3,20%,19.4376
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs, 90.99 ,1,0%,14.5584
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs," 1,526.56 ",7,0%,427.4368
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs, 368.97 ,3,0%,40.5867
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage, 305.01 ,9,0%,76.2525
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings, 18.70 ,1,0%,7.106
First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings, 38.29 ,7,0%,16.4647
Standard Class,Home Office,United States,San Diego,California,92024,West,Furniture,Furnishings, 26.25 ,3,0%,11.025
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders, 64.96 ,14,20%,22.736
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Envelopes, 43.70 ,5,0%,20.539
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Accessories, 41.60 ,4,20%,13
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Office Supplies,Paper, 23.12 ,5,20%,8.381
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,Chairs, 113.89 ,2,20%,9.9652
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,Furnishings, 113.57 ,2,20%,-5.6784
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Phones, 7.92 ,2,20%,0.693
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Phones, 671.98 ,2,20%,50.3988
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones, 39.99 ,1,0%,11.5971
Standard Class,Home Office,United States,Watertown,New York,13601,East,Furniture,Chairs, 191.65 ,3,10%,31.941
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Binders, 2.31 ,1,70%,-1.9275
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Binders, 19.94 ,4,20%,7.2268
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Fasteners, 45.92 ,4,0%,21.5824
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Paper, 20.34 ,3,0%,9.3564
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Labels, 39.28 ,8,0%,19.2472
Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Chairs, 81.57 ,2,20%,9.1764
Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Chairs, 97.18 ,2,20%,6.074
Second Class,Corporate,United States,Oceanside,California,92054,West,Office Supplies,Binders, 24.32 ,5,20%,8.208
Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Furnishings, 18.96 ,2,0%,7.584
Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Furniture,Furnishings, 32.95 ,6,60%,-19.7712
Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Storage, 30.02 ,4,20%,3.0016
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances, 499.58 ,3,20%,43.7136
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper, 31.10 ,6,20%,10.8864
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders, 13.27 ,8,70%,-10.6176
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings, 28.27 ,2,20%,6.3612
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Storage, 259.14 ,4,20%,-51.8272
Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders, 10.80 ,5,0%,5.184
Standard Class,Consumer,United States,Allen,Texas,75002,Central,Furniture,Tables, 244.01 ,2,30%,-31.3722
Standard Class,Consumer,United States,Allen,Texas,75002,Central,Office Supplies,Paper, 15.94 ,4,20%,5.3784
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs, 188.55 ,7,30%,-2.6936
Second Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage, 22.58 ,2,0%,5.8708
Second Class,Consumer,United States,Mount Pleasant,South Carolina,29464,South,Furniture,Chairs, 545.94 ,6,0%,87.3504
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper, 20.74 ,4,20%,7.2576
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings, 43.30 ,2,20%,4.3296
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs, 123.14 ,4,20%,13.8528
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders, 11.26 ,4,20%,3.8016
Second Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Storage, 53.42 ,3,20%,4.6746
Second Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Tables, 275.49 ,1,50%,-170.8038
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings, 24.96 ,4,0%,6.24
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Paper, 19.36 ,2,0%,9.2928
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage," 1,267.65 ",9,0%,152.118
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories, 12.99 ,1,0%,0.7794
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders, 18.56 ,4,20%,6.496
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Storage, 449.15 ,5,0%,8.983
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders, 31.25 ,7,20%,10.9368
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances, 61.44 ,3,0%,16.5888
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders, 895.92 ,4,0%,421.0824
Second Class,Consumer,United States,Stockton,California,95207,West,Office Supplies,Binders, 55.36 ,4,20%,18.684
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage, 55.92 ,5,20%,6.291
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes, 24.90 ,4,20%,8.4024
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings, 3.98 ,1,20%,0.6474
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories, 95.97 ,4,20%,28.7904
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Machines, 206.99 ,3,70%,-172.4925
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances, 44.42 ,2,20%,3.8864
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders, 9.01 ,2,70%,-7.2048
Standard Class,Home Office,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Binders, 19.00 ,5,0%,8.93
Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Binders, 33.38 ,4,20%,10.43
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances, 207.48 ,1,0%,62.244
Standard Class,Home Office,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Binders, 91.68 ,3,0%,45.84
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances, 904.90 ,5,0%,253.372
Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Binders, 34.27 ,3,20%,11.1384
First Class,Consumer,United States,Murray,Kentucky,42071,South,Furniture,Furnishings, 191.82 ,3,0%,74.8098
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances, 243.88 ,5,20%,27.4365
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders, 12.03 ,5,70%,-9.223
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Technology,Machines," 2,549.99 ",5,70%,-3399.98
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders, 21.59 ,2,70%,-15.8356
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders, 8.96 ,6,70%,-6.5736
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Paper, 20.74 ,4,20%,7.2576
Standard Class,Home Office,United States,New York City,New York,10035,East,Furniture,Tables, 344.22 ,2,40%,-103.266
Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Office Supplies,Storage, 727.30 ,8,20%,-172.7328
Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Furniture,Furnishings, 22.61 ,3,60%,-10.1736
Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Technology,Accessories, 666.40 ,7,20%,-33.32
Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Fasteners, 5.04 ,3,0%,0.2016
Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Paper, 92.94 ,3,0%,41.823
Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Furniture,Furnishings, 66.69 ,3,0%,22.0077
Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Binders, 91.68 ,5,20%,28.65
Standard Class,Consumer,United States,Brownsville,Texas,78521,Central,Furniture,Bookcases, 327.73 ,2,32%,-14.4588
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders, 52.27 ,11,20%,17.6418
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper, 17.94 ,3,0%,8.073
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings, 254.35 ,3,20%,0
Same Day,Corporate,United States,Billings,Montana,59102,West,Office Supplies,Binders, 8.29 ,2,20%,2.6936
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Chairs, 504.90 ,5,0%,80.784
Standard Class,Corporate,United States,Gresham,Oregon,97030,West,Technology,Phones, 403.17 ,4,20%,25.198
Standard Class,Corporate,United States,Lincoln Park,Michigan,48146,Central,Furniture,Bookcases, 194.32 ,4,0%,31.0912
Standard Class,Corporate,United States,Lincoln Park,Michigan,48146,Central,Office Supplies,Art, 25.99 ,1,0%,7.5371
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,Chairs, 195.14 ,4,20%,-12.196
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper, 20.74 ,4,20%,7.2576
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories, 53.70 ,6,0%,10.203
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Office Supplies,Binders, 36.26 ,7,0%,16.6796
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Office Supplies,Art, 56.30 ,2,0%,15.764
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Office Supplies,Paper, 32.40 ,5,0%,15.552
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Furniture,Furnishings, 29.16 ,2,0%,10.7892
Standard Class,Corporate,United States,Pasadena,California,91104,West,Furniture,Tables, 171.29 ,3,20%,-6.4233
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings, 16.72 ,5,20%,3.344
Same Day,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Paper, 12.96 ,2,0%,6.2208
Same Day,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Envelopes, 22.18 ,2,0%,10.8682
Same Day,Home Office,United States,Long Beach,California,90805,West,Furniture,Chairs," 2,054.27 ",8,20%,256.784
Second Class,Consumer,United States,Troy,Ohio,45373,East,Technology,Phones," 1,022.97 ",5,40%,-255.7425
Second Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Art, 13.90 ,5,0%,3.614
Second Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper, 26.38 ,1,0%,12.1348
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders, 43.18 ,7,20%,13.4925
First Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Tables, 411.80 ,2,0%,70.006
First Class,Home Office,United States,Columbus,Georgia,31907,South,Technology,Accessories, 360.00 ,4,0%,129.6
Standard Class,Home Office,United States,Meridian,Idaho,83642,West,Furniture,Furnishings, 41.96 ,2,0%,2.9372
Standard Class,Home Office,United States,Meridian,Idaho,83642,West,Office Supplies,Appliances, 227.84 ,4,0%,66.0736
Standard Class,Home Office,United States,Meridian,Idaho,83642,West,Office Supplies,Paper, 37.94 ,2,0%,18.2112
Second Class,Home Office,United States,Detroit,Michigan,48227,Central,Technology,Phones, 517.90 ,2,0%,134.654
Second Class,Home Office,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders, 5.28 ,2,0%,2.4288
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Copiers," 2,799.96 ",5,20%,874.9875
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes, 8.96 ,2,0%,4.3008
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels, 31.50 ,10,0%,15.12
Second Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings, 30.56 ,2,0%,10.3904
Second Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Tables, 24.37 ,2,20%,-3.3506
